ID;Municipio;Direccion;Longitud;Latitud;Rotulo;Rotulo2;Casos;Media;DesT;CVP;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31;Dia32;Dia33;Dia34;Dia35;Dia36;Dia37;Dia38;Dia39
227;LORCA                    ;CARRETERA N-342 KM. 93.1;-1.925306;37.611806;PETRONOR;OTRO;1;1.201718;0.021476;0.017871;1.219;1.219;1.219;1.225;1.229;1.199;1.239;1.239;1.239;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
228;ABARAN                   ;CARRETERA N-344 KM. 37;-1.329389;38.237778;CEPSA;CEPSA;1;1.177974;0.020006;0.016983;1.199;1.199;1.199;1.229;1.209;1.179;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.174;1.179;1.179;1.159;1.159;1.159;1.159;1.169;1.159;1.159;1.159;1.164;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.149;1.149
229;MOLINA DE SEGURA         ;CARRETERA N-344 KM. 380.90;-1.223056;38.071944;EESS TORREMONTIJO;OTRO;1;1.111872;0.025557;0.022985;1.120;1.120;1.120;1.215;1.120;1.188;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.120;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090;1.090
230;JUMILLA                  ;CARRETERA N-344A KM. 69.1;-1.316861;38.472917;CEPSA;CEPSA;1;1.223487;0.026268;0.021470;1.239;1.239;1.239;1.120;1.259;1.223;1.259;1.259;1.259;1.255;1.245;1.244;1.249;1.241;1.241;1.241;1.233;1.239;1.223;1.216;1.216;1.216;1.216;1.210;1.219;1.219;1.224;1.224;1.224;1.224;1.219;1.219;1.199;1.199;1.199;1.199;1.199;1.189;1.179
231;TORRES DE COTILLAS (LAS) ;CARRETERA N-344A KM. 9.6;-1.243833;38.036889;CEPSA;CEPSA;1;1.183718;0.023092;0.019508;1.195;1.199;1.199;1.255;1.215;1.145;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.184;1.175;1.175;1.169;1.169;1.164;1.164;1.175;1.165;1.165;1.165;1.169;1.164;1.164;1.165;1.165;1.164;1.164;1.164;1.155;1.155
232;CIEZA                    ;CARRETERA NACIONAL 301 KM. 351;-1.431000;38.257694;BP;BP;1;1.201462;0.023610;0.019651;1.209;1.209;1.209;1.225;1.219;1.129;1.239;1.239;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
233;SAN JAVIER               ;CARRETERA NACIONAL 332 KM. S/N;-0.832167;37.809056;SHELL;SHELL;1;1.063615;0.029238;0.027489;1.059;1.059;1.059;1.219;1.056;1.149;1.056;1.056;1.056;1.056;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.069;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059;1.059
234;SANTOMERA                ;CARRETERA NACIONAL 340 KM. 676;-1.042583;38.062111;BP;BP;1;1.190795;0.029998;0.025192;1.197;1.197;1.197;1.054;1.207;1.129;1.218;1.218;1.218;1.218;1.218;1.207;1.218;1.218;1.218;1.218;1.218;1.218;1.218;1.197;1.197;1.197;1.197;1.187;1.187;1.187;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176;1.176
235;MOLINA DE SEGURA         ;CARRETERA NACIONAL KM. 344;-1.228333;38.054694;E L   P U E N T E.  S.L.;OTRO;1;1.076769;0.029712;0.027593;1.095;1.095;1.095;1.207;1.087;1.159;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.067;1.067;1.067;1.067;1.067;1.067;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054
236;MOLINA DE SEGURA         ;CARRETERA NACIONAL KM. 344;-1.228833;38.054028;E L   P U E N T E.  S.L.;OTRO;1;1.073692;0.021003;0.019562;1.095;1.095;1.095;1.087;1.087;1.159;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.087;1.067;1.067;1.067;1.067;1.067;1.067;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054;1.054
237;TORRECILLA;CARRETERA NACIONAL KM. 588;-1.726417;37.641889;"ANDAMUR ""LORCA""";OTRO;1;1.175462;0.023342;0.019858;1.189;1.189;1.189;1.087;1.205;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.174;1.174;1.174;1.174;1.174;1.159;1.165;1.159;1.159;1.159;1.159;1.159;1.159;1.155;1.155;1.154;1.154;1.154;1.154;1.154
238;HOYA (LA)                ;CARRETERA NACIONAL.340. KM. 117;-1.590833;37.712917;REPSOL;REPSOL;1;1.201462;0.021495;0.017891;1.209;1.209;1.209;1.215;1.229;1.139;1.239;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
239;ESPARRAGAL               ;CARRETERA R-340 KM. 3.15;-1.092944;38.045667;BP;BP;1;1.198923;0.022109;0.018440;1.208;1.208;1.208;1.219;1.219;1.209;1.235;1.235;1.235;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.189;1.189;1.179;1.179;1.179;1.189;1.189;1.179;1.179;1.179;1.179;1.169;1.169;1.175;1.175;1.175;1.175;1.175;1.175;1.175
240;SAN CAYETANO             ;CARRETERA RM-19 KM. 20.5;-0.906056;37.813000;SAN CAYETANO;OTRO;1;1.183205;0.016897;0.014280;1.199;1.199;1.199;1.219;1.199;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.195;1.195;1.195;1.195;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.169;1.169;1.169;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159
241;ERMITA DEL RAMONETE      ;CARRETERA RM-332 KM. 50.294;-1.456361;37.544500;REPSOL;REPSOL;1;1.209769;0.018863;0.015592;1.219;1.219;1.219;1.199;1.229;1.169;1.239;1.239;1.239;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.209;1.209;1.209;1.209;1.199;1.199;1.189;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189
242;JUMILLA                  ;CARRETERA RM714 KM. 1.1;-1.335083;38.456139;REPSOL;REPSOL;1;1.244385;0.028179;0.022645;1.259;1.259;1.259;1.219;1.269;1.159;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.269;1.259;1.259;1.259;1.259;1.259;1.259;1.259;1.259;1.249;1.249;1.249;1.249;1.249;1.249;1.249;1.239;1.239;1.199;1.199;1.199;1.199;1.199;1.199;1.199
243;RINCON DEL MERINO        ;CARRETERA RONDA SUR KM. 107;-1.140389;37.965167;CEPSA;CEPSA;1;1.203154;0.018341;0.015244;1.219;1.215;1.215;1.259;1.209;1.229;1.219;1.219;1.219;1.224;1.219;1.219;1.224;1.219;1.219;1.219;1.214;1.219;1.209;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.185;1.185;1.185;1.184;1.184;1.184;1.184;1.184;1.185;1.185
244;HUERTA Y CAMPO DE LOS RAMOS;CARRETERA SAN JAVIER KM. 10.4;-1.028361;37.996194;BP;BP;1;1.197513;0.024548;0.020499;1.209;1.209;1.209;1.229;1.218;1.209;1.239;1.239;1.239;1.239;1.229;1.218;1.218;1.218;1.218;1.218;1.218;1.218;1.209;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.179
245;PUEBLA (LA)              ;CARRETERA SAN JAVIER KM. 12.1;-0.919778;37.718056;REPSOL;REPSOL;1;1.156846;0.014607;0.012626;1.149;1.149;1.149;1.209;1.171;1.119;1.171;1.171;1.171;1.171;1.156;1.156;1.171;1.171;1.171;1.171;1.171;1.171;1.159;1.159;1.159;1.159;1.159;1.144;1.144;1.144;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.134
246;SANTOMERA                ;CARRETERA SANTOMERA-ABANILLA KM. 158;-1.044944;38.109333;GRUPO HEFAME;OTRO;1;1.125231;0.014253;0.012667;1.122;1.122;1.122;1.171;1.122;1.199;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122;1.122
247;CARTAGENA                ;CARRETERA TENTEGORRA KM. 1;-1.005972;37.615000;SHELL;SHELL;1;1.191821;0.024426;0.020494;1.197;1.197;1.197;1.122;1.217;1.130;1.227;1.227;1.227;1.227;1.227;1.217;1.217;1.217;1.217;1.217;1.217;1.207;1.197;1.187;1.187;1.187;1.187;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177;1.177
248;ALCANTARILLA             ;CARRETERA TORRE DE COTILLAS KM. 0.2;-1.218972;37.977028;REPSOL;REPSOL;1;1.186026;0.030202;0.025465;1.199;1.199;1.199;1.207;1.209;1.119;1.225;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.149;1.159;1.159;1.159;1.159;1.159;1.159;1.159
249;JAVALI NUEVO             ;CARRETERA TORRES DE COTILLAS KM. 2.0;-1.219444;37.981861;REPSOL;REPSOL;1;1.189949;0.031059;0.026101;1.199;1.199;1.199;1.209;1.209;1.270;1.225;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.149;1.159;1.159;1.159;1.159;1.159;1.159;1.159
250;FUENTE ALAMO             ;CARTAGENA-ALHAMA km 24.807;-1.227970;37.732268;EL BADEN;OTRO;1;1.197179;0.022482;0.018779;1.229;1.209;1.209;1.209;1.229;1.228;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.209;1.209;1.209;1.209;1.209;1.189;1.189;1.189;1.189;1.189;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169
251;MOLINOS MARFAGONES       ;CARTAGENA-ALMERIA km 7.500;-1.058498;37.634601;BUENOS AIRES;OTRO;1;1.185103;0.017418;0.014697;1.199;1.189;1.189;1.229;1.189;1.207;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159;1.159
253;CARTAGENA                ;CL ANGEL BRUNA-RONDA NORTE. S.N.;-0.984056;37.616694;REPSOL;REPSOL;1;1.196333;0.024796;0.020727;1.199;1.199;1.199;1.209;1.215;1.269;1.229;1.229;1.229;1.229;1.219;1.229;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.179;1.179;1.179;1.179;1.169;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
254;MAZARRON                 ;CL AVENIDA DE LA CONSTITUCION. 154;-1.311556;37.596417;REPSOL;REPSOL;1;1.208744;0.019934;0.016492;1.219;1.219;1.219;1.219;1.229;1.149;1.239;1.239;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189
255;SANTIAGO DE LA RIBERA    ;CL AVENIDA MAR MENOR. 2;-0.809528;37.798861;REPSOL;REPSOL;1;1.197487;0.024709;0.020634;1.199;1.199;1.199;1.219;1.225;1.179;1.249;1.249;1.249;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.214;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
256;SAN JAVIER               ;CL CRTA. DE BALSICAS. 64;-0.844139;37.806278;REPSOL;REPSOL;1;1.198641;0.024947;0.020812;1.199;1.199;1.199;1.219;1.225;1.229;1.249;1.249;1.249;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
257;HUERTA DE LA ALBERCA     ;CL MU-4F CR.SANTA CATALINA. 2;-1.133000;37.946472;REPSOL;REPSOL;1;1.215282;0.020961;0.017248;1.219;1.224;1.224;1.229;1.239;1.229;1.249;1.249;1.249;1.244;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.229;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.194;1.189;1.189;1.204;1.204;1.199;1.199;1.199;1.204;1.189
258;CIEZA                    ;CL PARAJE ASENSADO. S.N.;-1.426861;38.248361;REPSOL;REPSOL;1;1.202846;0.020458;0.017008;1.209;1.209;1.209;1.219;1.229;1.229;1.239;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
259;CARTAGENA                ;CL PLAZA ESPA¿A. S.N.;-0.991944;37.605944;REPSOL;REPSOL;1;1.197974;0.019715;0.016457;1.199;1.199;1.199;1.209;1.219;1.229;1.229;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.169
260;SANTOMERA                ;CR  A-7 . P.K. 750 M.D.;-1.035750;38.101972;REPSOL;REPSOL;1;1.217974;0.020355;0.016712;1.229;1.229;1.229;1.239;1.239;1.209;1.249;1.249;1.249;1.249;1.229;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.229;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.189;1.189;1.189;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189
261;LIBRILLA                 ;CR  A-7 P.K. 641;-1.313417;37.912167;REPSOL;REPSOL;1;1.208641;0.022252;0.018411;1.219;1.219;1.219;1.229;1.239;1.155;1.249;1.249;1.249;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.209;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.189
262;SANTOMERA                ;CR  A-7 P.K. 750 M.I.;-1.035667;38.101222;REPSOL;REPSOL;1;1.218590;0.020437;0.016771;1.229;1.229;1.229;1.239;1.239;1.233;1.249;1.249;1.249;1.249;1.229;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.229;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.189;1.189;1.189;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189
263;PUNTAL (EL)              ;CR  N-301 DESVIO ESPINARDO . P.K. 3;-1.144500;38.005556;REPSOL;REPSOL;1;1.202513;0.030465;0.025334;1.209;1.209;1.209;1.219;1.235;1.090;1.249;1.249;1.249;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.209;1.179;1.179;1.179;1.179;1.179;1.179;1.189;1.169;1.169;1.169;1.169;1.189;1.189;1.199;1.199;1.199;1.199;1.199;1.199;1.189
264;CABO DE PALOS            ;CR AUTOV. CARTAG-LA MANGA 19.2;-0.719889;37.627306;MANGAUTO;OTRO;1;1.200641;0.022113;0.018418;1.209;1.209;1.209;1.223;1.229;1.139;1.239;1.239;1.239;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.189;1.189;1.189;1.189;1.189
265;LORCA                    ;CR C-3211. 64.8;-1.670111;37.622361;REPSOL;REPSOL;1;1.204128;0.019855;0.016489;1.209;1.209;1.209;1.219;1.229;1.239;1.239;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
266;BARRANDA                 ;CR C-330   CIEZA-POZO ALCON. 78.5;-1.973222;38.044194;REPSOL;REPSOL;1;1.198590;0.023377;0.019504;1.199;1.199;1.199;1.209;1.219;1.117;1.235;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
267;YECLA                    ;CR C-3314. 61.8;-1.046667;38.619028;LAS BALSILLAS II;OTRO;1;1.186051;0.025063;0.021131;1.185;1.185;1.185;1.189;1.199;1.056;1.219;1.219;1.219;1.219;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
268;MULA                     ;CR C-415. 23;-1.481361;38.040972;REPSOL;REPSOL;1;1.180897;0.022682;0.019207;1.185;1.185;1.185;1.199;1.199;1.209;1.215;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.149;1.149;1.159;1.159;1.159;1.159;1.159;1.159;1.159
269;ESPARRAGAL               ;CR D-11. 10;-1.734417;37.581778;CAMPSA;CAMPSA;1;1.200872;0.022494;0.018731;1.219;1.219;1.219;1.229;1.229;1.162;1.239;1.239;1.239;1.239;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
270;HUERTA DE LLANO DE BRUJAS;CR F-2. 6;-1.059139;38.009917;REPSOL;REPSOL;1;1.182103;0.018177;0.015377;1.205;1.205;1.205;1.205;1.205;1.154;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.185;1.185;1.185;1.165;1.165;1.165;1.165;1.165;1.165;1.165;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.155
271;TORRECIEGA;CR F-35. 24.3;-0.966556;37.625250;REPSOL;REPSOL;1;1.194282;0.022296;0.018669;1.199;1.199;1.199;1.209;1.215;1.179;1.229;1.229;1.229;1.229;1.219;1.229;1.229;1.219;1.219;1.219;1.219;1.209;1.199;1.179;1.179;1.179;1.179;1.169;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
272;MURCIA;CR L-2F *PUENTE TOCINOS*. 5;-1.082000;37.999806;REPSOL;REPSOL;1;1.199615;0.025258;0.021055;1.199;1.199;1.199;1.219;1.229;1.213;1.239;1.239;1.239;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
273;MOLINA DE SEGURA         ;CR MADRID-CARTAGENA km 386;-1.190750;38.036056;BP;BP;1;1.179974;0.024373;0.020655;1.199;1.199;1.199;1.199;1.199;1.127;1.199;1.199;1.199;1.199;1.199;1.199;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.169;1.169
274;HUERTA DEL RAAL          ;CR MU-303. 3.80 (MU-303 km 3.8);-1.042028;38.032333;JUAN LECHUGA S.A.;OTRO;1;1.138231;0.021169;0.018598;1.149;1.149;1.149;1.149;1.149;1.229;1.159;1.159;1.159;1.159;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.149;1.129;1.129;1.129;1.129;1.129;1.129;1.129;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.119;1.109
275;ALQUERIAS                ;CR MU-303. 6;-1.036694;38.017417;PETRONOR;OTRO;1;1.184026;0.019049;0.016088;1.205;1.205;1.205;1.205;1.205;1.229;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.185;1.185;1.185;1.165;1.165;1.165;1.165;1.165;1.165;1.165;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.155
276;PACA (LA)                ;CR MU-3211. 32.1;-1.835000;37.868583;REPSOL;REPSOL;1;1.200846;0.019281;0.016056;1.199;1.199;1.199;1.209;1.219;1.205;1.235;1.239;1.239;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
277;YECLA                    ;CR MU-404. 0.7 (MU-404 km 0.75);-1.130944;38.620194;E.S. LA FUENTE (ALTIPLANO.S.L.);OTRO;1;1.189872;0.013751;0.011557;1.185;1.185;1.185;1.189;1.199;1.205;1.219;1.219;1.219;1.219;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
278;SANTOMERA                ;CR MU-414  SANTOMERA-ABANILLA. 6;-1.049556;38.111417;REPSOL;REPSOL;1;1.197974;0.021578;0.018012;1.209;1.209;1.209;1.219;1.219;1.139;1.239;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179;1.179
279;SANTOMERA                ;CR MU-414. 3.4;-1.056611;38.088556;CLAY;OTRO;1;1.186368;0.018593;0.015672;1.139;1.139;1.139;1.199;1.199;1.189;1.199;1.199;1.199;1.199;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.189;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169
280;MAZARRON                 ;CR MU-603  MURCIA-MAZARRON. 47.2;-1.342000;37.622333;REPSOL;REPSOL;1;1.211564;0.022839;0.018851;1.219;1.259;1.259;1.219;1.229;1.209;1.239;1.239;1.239;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.209;1.209;1.209;1.209;1.199;1.199;1.189;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179
281;SANGONERA LA VERDE O ERMITA NUEVA;CR MU-603. 5.1 (MU-603 km 5.18);-1.218583;37.928694;REPSOL;REPSOL;1;1.219513;0.016005;0.013124;1.239;1.189;1.189;1.239;1.239;1.209;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.239;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209;1.209
282;VENTA DEL OLIVO;"CR N-301 ""VENTA DEL OLIVO"". 342.9";-1.482417;38.319806;REPSOL;REPSOL;1;1.182308;0.017009;0.014386;1.205;1.189;1.189;1.205;1.205;1.194;1.209;1.209;1.209;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.185;1.185;1.185;1.165;1.165;1.165;1.165;1.165;1.165;1.165;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.169;1.155
283;MOLINA DE SEGURA         ;CR N-301. 384;-1.209278;38.046611;REPSOL;REPSOL;1;1.185308;0.022738;0.019184;1.199;1.189;1.189;1.209;1.209;1.199;1.225;1.219;1.219;1.219;1.209;1.209;1.209;1.209;1.209;1.209;1.199;1.199;1.189;1.179;1.179;1.179;1.179;1.169;1.169;1.169;1.149;1.149;1.149;1.149;1.159;1.159;1.169;1.169;1.169;1.169;1.169;1.169;1.159
284;CAZADORES;CR N-332  LOS CAZADORES. 17.7;-1.402167;37.567556;REPSOL;REPSOL;1;1.205923;0.025536;0.021175;1.219;1.199;1.199;1.219;1.229;1.109;1.239;1.239;1.239;1.239;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.219;1.209;1.209;1.209;1.209;1.199;1.199;1.189;1.199;1.199;1.199;1.199;1.189;1.189;1.179;1.179;1.179;1.179;1.179;1.179;1.179
285;UNION (LA)               ;CR N-332. 7.2 (N-332 km 7.8);-0.895611;37.613056;PETRONOR;OTRO;1;1.192077;0.023659;0.019847;1.199;1.169;1.169;1.209;1.209;1.129;1.229;1.229;1.229;1.229;1.219;1.219;1.219;1.219;1.219;1.219;1.219;1.209;1.199;1.189;1.189;1.189;1.189;1.179;1.179;1.179;1.169;1.169;1.169;1.169;1.169;1.169;1.179;1.179;1.179;1.179;1.179;1.179;1.169
286;PUERTO LUMBRERAS         ;CR N-340   A. 578.2;-1.801861;37.568778;REPSOL;REPSOL;1;1.207718;0.023985;0.019860;1.229;1.169;1.169;1.239;1.239;1.169;1.249;1.249;1.249;1.249;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.229;1.209;1.199;1.199;1.199;1.199;1.199;1.199;1.199;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189;1.189
